TX_ID,TX_TS,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_ID_1,TX_FRAUD
f6a95abd7083d532992a887b855d2242679ae3b7,2022-02-14 06:57:32.000000 UTC,7196788119451474,02930403,23.5,f6a95abd7083d532992a887b855d2242679ae3b7,0
ca47473b70abed3cdd6ed0dd25e7784133f2d5d4,2022-02-14 08:44:01.000000 UTC,0857668935247454,02930403,81.69,ca47473b70abed3cdd6ed0dd25e7784133f2d5d4,0
873ea099abb91c1df740e1b582ecf2cff8012f08,2022-02-14 09:42:47.000000 UTC,4661963031141687,02943861,93.95,873ea099abb91c1df740e1b582ecf2cff8012f08,0
89e3d222976aac44240726a86bb6fd44076284bb,2022-02-14 22:12:33.000000 UTC,7512426863391099,02959380,79.41,89e3d222976aac44240726a86bb6fd44076284bb,0
0a71428189f2a9e9692828c9361227daf8e3cc6e,2022-02-14 14:56:05.000000 UTC,1880616423951224,02989793,75.71,0a71428189f2a9e9692828c9361227daf8e3cc6e,0
639f74f33073dd3b4b87a5f11d4f6ffccfe60390,2022-02-14 09:57:54.000000 UTC,9096302276113483,03053332,48.21,639f74f33073dd3b4b87a5f11d4f6ffccfe60390,0
6b1899e4dff271176112a20d20364c7972063a14,2022-02-14 23:19:45.000000 UTC,0428789096082261,03059850,65.68,6b1899e4dff271176112a20d20364c7972063a14,0
e0567feb925d01b2b13954b5810a85ac62d83943,2022-02-14 02:18:31.000000 UTC,1108133806715342,03059850,36.89,e0567feb925d01b2b13954b5810a85ac62d83943,0
f44ef038170653908c2e95ce4c083ec089793803,2022-02-14 05:14:48.000000 UTC,3452405624776117,03060835,80.27,f44ef038170653908c2e95ce4c083ec089793803,0
09f551aa3769691ea72ab86e7dfa771dfd365b93,2022-02-14 11:12:45.000000 UTC,6920791064335526,03138149,59.38,09f551aa3769691ea72ab86e7dfa771dfd365b93,0
6bcba7d3553006554abd4568c973c51b2edaa08f,2022-02-14 05:05:56.000000 UTC,6793846442959575,03436613,56.57,6bcba7d3553006554abd4568c973c51b2edaa08f,0
8d160c17c93053403d48d52c464c60a63d8b95fe,2022-02-14 20:03:46.000000 UTC,6633750933526034,03436613,44.51,8d160c17c93053403d48d52c464c60a63d8b95fe,0
67e467a7a1e3bcfa673524071dde029f4568d3ff,2022-02-14 14:06:03.000000 UTC,7250930919580715,03768225,56.34,67e467a7a1e3bcfa673524071dde029f4568d3ff,0
cef6b1b9d62b29742382763ce706491dc40650fd,2022-02-14 23:23:14.000000 UTC,6489689147741968,03930650,77.71,cef6b1b9d62b29742382763ce706491dc40650fd,0
fcf1bd3be3607c1037e17f5eec239d3186aa1458,2022-02-14 14:29:14.000000 UTC,0121129516446790,04199346,4.96,fcf1bd3be3607c1037e17f5eec239d3186aa1458,0
24473d5506dda54e40233ab8e32acb2030da90f2,2022-02-14 10:37:32.000000 UTC,3723840538276994,04260845,77.6,24473d5506dda54e40233ab8e32acb2030da90f2,0
76ffbf09d78570eb68deb8def34a11944ad4cff0,2022-02-14 23:53:57.000000 UTC,7466317009771359,04294563,99.72,76ffbf09d78570eb68deb8def34a11944ad4cff0,0
02730b408097570d2cb073eb5b8cc1886989cef4,2022-02-14 20:49:58.000000 UTC,7796550195362830,04353423,62,02730b408097570d2cb073eb5b8cc1886989cef4,0
ca39cd4205fce0622aed937daf56025dfa3249a8,2022-02-14 08:40:56.000000 UTC,0299272814619754,04590822,7.28,ca39cd4205fce0622aed937daf56025dfa3249a8,0
df0e4c0746fe54276516eb078ecc1509c9ac5cdc,2022-02-14 05:24:09.000000 UTC,8574679833641605,04625526,25.32,df0e4c0746fe54276516eb078ecc1509c9ac5cdc,0
54d394e7ae35c4fb444aa28c0cf98d48f30d80ce,2022-02-14 14:09:13.000000 UTC,2718289407742316,04625526,61.87,54d394e7ae35c4fb444aa28c0cf98d48f30d80ce,0
602ece645da518c0240b8038e6383ec99d2eb19a,2022-02-14 03:48:13.000000 UTC,3082655435561142,04757949,6.49,602ece645da518c0240b8038e6383ec99d2eb19a,0
9193ffa87a73e9f2b8e50e7c2ddc553290b5e19d,2022-02-14 17:23:51.000000 UTC,8227204676181627,04796543,47.58,9193ffa87a73e9f2b8e50e7c2ddc553290b5e19d,0
4469805f7f51a9e3ada8588d8321b834708d24fa,2022-02-14 07:52:05.000000 UTC,3387479890246414,04907158,33.81,4469805f7f51a9e3ada8588d8321b834708d24fa,0
0cbc9a25209c5af39997093f6f50f0801198e2c4,2022-02-14 10:03:43.000000 UTC,7492063844333454,05029737,19.5,0cbc9a25209c5af39997093f6f50f0801198e2c4,0
18af65b8f04520540d95b198ad63d3aeb6f16119,2022-02-14 13:29:32.000000 UTC,1197793061266805,05168494,5.63,18af65b8f04520540d95b198ad63d3aeb6f16119,0
b13704b96596c1be99e4dadda5bbd0e1a3e302dc,2022-02-14 03:26:55.000000 UTC,4404483488905867,05777153,92.95,b13704b96596c1be99e4dadda5bbd0e1a3e302dc,0
b53b984e3d183f5088facedb49c5aa43098386b4,2022-02-14 11:00:51.000000 UTC,1132947804494179,05797954,55.16,b53b984e3d183f5088facedb49c5aa43098386b4,0
f470a61eff11f25edbc9d5b9ee8ab8acd3f7257b,2022-02-14 12:18:40.000000 UTC,5867430634372070,05797954,93.27,f470a61eff11f25edbc9d5b9ee8ab8acd3f7257b,0
ab0af11f8c7e433273ed1a6d84bcdc7d5386c7d9,2022-02-14 12:31:52.000000 UTC,6139314762049483,05857276,29.57,ab0af11f8c7e433273ed1a6d84bcdc7d5386c7d9,0
561144536e78ae34be8c01638b280508f332e487,2022-02-14 16:57:37.000000 UTC,2374768368792265,05874795,42.96,561144536e78ae34be8c01638b280508f332e487,0
ae8b5c12e94712493201859b76b4cd62340a5595,2022-02-14 06:01:46.000000 UTC,6022794004982712,05876260,83.15,ae8b5c12e94712493201859b76b4cd62340a5595,0
9032b1e40b3fa0482f69cad88dc17e9524d34e19,2022-02-14 22:33:20.000000 UTC,6278856316307594,05998741,39.31,9032b1e40b3fa0482f69cad88dc17e9524d34e19,0
b2b0701df8fedf34b5e5100b715dc5842169ec5a,2022-02-14 05:31:01.000000 UTC,3213656584955594,05998741,2.43,b2b0701df8fedf34b5e5100b715dc5842169ec5a,0
5d721777cbbdbae311f62f9c4db8913462da41ef,2022-02-14 22:32:58.000000 UTC,6094953022176978,06207104,73.39,5d721777cbbdbae311f62f9c4db8913462da41ef,0
673e38509636aeb78ae2166a7cff3289005218e2,2022-02-14 06:06:55.000000 UTC,3346601434240659,06466654,97.71,673e38509636aeb78ae2166a7cff3289005218e2,0
b4a830a73270b922f2827463e02fa6152e207d8e,2022-02-14 18:36:57.000000 UTC,2352190973290318,06479814,86.51,b4a830a73270b922f2827463e02fa6152e207d8e,0
8da6ff3d7e5d8fec8a1235926414cc558cee76a6,2022-02-14 05:15:20.000000 UTC,5506805875524052,06488102,15.54,8da6ff3d7e5d8fec8a1235926414cc558cee76a6,0
5c238fc8e4271ed0146f6d04932fc884c061c66f,2022-02-14 11:35:58.000000 UTC,0562662915234108,06778120,18.68,5c238fc8e4271ed0146f6d04932fc884c061c66f,0
72fc43bee37d71c4eb5d69d3ad2fb212f815e375,2022-02-14 08:32:44.000000 UTC,6438713974947912,06947153,41.84,72fc43bee37d71c4eb5d69d3ad2fb212f815e375,0
ec7c4d296386a7d3d336921950b6b4af2370c203,2022-02-14 00:58:39.000000 UTC,5657383333000994,07211824,12.96,ec7c4d296386a7d3d336921950b6b4af2370c203,0
164aae5bd44040beb3ef2cc8329925053d66bb27,2022-02-14 15:58:20.000000 UTC,4487993554397402,07410395,58.79,164aae5bd44040beb3ef2cc8329925053d66bb27,0
e806272ed9d9c90c52043d1558c702bf4d8bc702,2022-02-14 00:20:36.000000 UTC,5952699695919819,07514328,35.48,e806272ed9d9c90c52043d1558c702bf4d8bc702,0
22aafeca04b9d0bccc5f67831a59e20cb9e12a40,2022-02-14 09:55:28.000000 UTC,7438807841251487,07592675,23.2,22aafeca04b9d0bccc5f67831a59e20cb9e12a40,0
26c0c693a47c68751aca1446c53b711efdc7a805,2022-02-14 11:31:08.000000 UTC,3632648957539358,07618828,45.46,26c0c693a47c68751aca1446c53b711efdc7a805,0
dc9b29c36d48088eb49b7ac6d257890337a63632,2022-02-14 09:58:56.000000 UTC,0038663258042634,07729681,31.46,dc9b29c36d48088eb49b7ac6d257890337a63632,0
68644081aab19ada18979bcb7af89d62377fd80a,2022-02-14 20:22:32.000000 UTC,5945049175318344,07756039,46.34,68644081aab19ada18979bcb7af89d62377fd80a,0
c4af7ada561df65f91c598cff68fb45de8fbb955,2022-02-14 10:30:38.000000 UTC,3402955287005680,07820518,98.62,c4af7ada561df65f91c598cff68fb45de8fbb955,0
c213275594973d1af98198ab26137490508900ba,2022-02-14 07:34:55.000000 UTC,1296616966932048,07880819,61.46,c213275594973d1af98198ab26137490508900ba,0
dd2bb87c4b0fa89aaf1b9910da7285d3991b5e7b,2022-02-14 05:48:39.000000 UTC,5757242501062311,08107841,73.83,dd2bb87c4b0fa89aaf1b9910da7285d3991b5e7b,0
1281732ce797e498a43662756eca35e763d70860,2022-02-14 18:40:11.000000 UTC,9807608888831352,08169696,80.5,1281732ce797e498a43662756eca35e763d70860,0
faef0be467e5e6832cf388ae88de73efc42ac678,2022-02-14 21:34:43.000000 UTC,9574735978026696,08179053,46.3,faef0be467e5e6832cf388ae88de73efc42ac678,0
b0d0b8c0b03b9526d584a9b6e850eecb90c8ff34,2022-02-14 18:40:56.000000 UTC,1164154138277712,08185668,22,b0d0b8c0b03b9526d584a9b6e850eecb90c8ff34,0
f6aab4867ea3f7cd5e4747dc90fefd085fba6902,2022-02-14 21:47:39.000000 UTC,7537546821237834,08213683,42.6,f6aab4867ea3f7cd5e4747dc90fefd085fba6902,0
057b9369df63c111d7c4bad517a6d3c2dd777066,2022-02-14 06:30:52.000000 UTC,4303636585063390,08220287,93.27,057b9369df63c111d7c4bad517a6d3c2dd777066,0
349a60c6438543614604c37b6cb1a4179c3faea6,2022-02-14 23:59:53.000000 UTC,7044024885934957,08380831,101.84,349a60c6438543614604c37b6cb1a4179c3faea6,0
e141ccfb3e40e9dfc891d6a6abfbc85b6b5014a0,2022-02-14 05:28:46.000000 UTC,1951806558910283,08593990,34.89,e141ccfb3e40e9dfc891d6a6abfbc85b6b5014a0,0
a90111f4312c40552e30e68dc0db9286dcb0e94a,2022-02-14 04:08:33.000000 UTC,5758983373090964,08798284,59.82,a90111f4312c40552e30e68dc0db9286dcb0e94a,0
98698b7a30ab0b1281b63f6a103ba5ce648e148b,2022-02-14 12:26:50.000000 UTC,8822046868454211,09020815,11.67,98698b7a30ab0b1281b63f6a103ba5ce648e148b,0
39af04e28e14c8a7a0f43707d0301e57a5ab9e9a,2022-02-14 17:57:04.000000 UTC,1295855218397944,09035014,76.53,39af04e28e14c8a7a0f43707d0301e57a5ab9e9a,0
105b4f1202d9ffa9292dc778f7803f23be551828,2022-02-14 01:50:55.000000 UTC,3040421740225837,09210834,47.71,105b4f1202d9ffa9292dc778f7803f23be551828,0
1bc2277989d6e2f45e3f39388f8b9594647ccfe9,2022-02-14 04:08:19.000000 UTC,8360058741465014,09451858,39.28,1bc2277989d6e2f45e3f39388f8b9594647ccfe9,0
30166eea1cf1935568afaa67b4998c5b7112d26c,2022-02-14 13:17:08.000000 UTC,6041171221149724,09688537,13.03,30166eea1cf1935568afaa67b4998c5b7112d26c,0
34c22c8a76a2919ed42ba141de99245ae7b75e7a,2022-02-14 11:53:09.000000 UTC,8536402009597882,09742329,62.43,34c22c8a76a2919ed42ba141de99245ae7b75e7a,0
f93d8f9f2bf0a23e7a899bfcc9a728b1d3e19e61,2022-02-14 14:57:01.000000 UTC,4619856847389579,09746296,33.81,f93d8f9f2bf0a23e7a899bfcc9a728b1d3e19e61,0
a995bafd31fea26d86857d402c799308ee31738a,2022-02-14 10:27:51.000000 UTC,8872331470338758,10074650,24.65,a995bafd31fea26d86857d402c799308ee31738a,0
cdfd5b205f24f770840a40ae0b8b9807b7d672c7,2022-02-14 16:03:00.000000 UTC,1459130582329304,10280638,93.12,cdfd5b205f24f770840a40ae0b8b9807b7d672c7,0
210f64fd3729c15e049f4329e8b7dad304db8fc7,2022-02-14 03:26:44.000000 UTC,9775075155742963,10362239,22.75,210f64fd3729c15e049f4329e8b7dad304db8fc7,0
9470b00aeeaa2600d44e47b4810f5cfe078ad573,2022-02-14 12:23:54.000000 UTC,5513259204465976,10477205,27.03,9470b00aeeaa2600d44e47b4810f5cfe078ad573,0
e5aedede41b86886df2ae4dfe59d902d38fdc14c,2022-02-14 08:58:40.000000 UTC,2730905657462987,10515200,57.47,e5aedede41b86886df2ae4dfe59d902d38fdc14c,0
2f7e642d2d8859ee9bf28830254294d0076c93f4,2022-02-14 15:50:22.000000 UTC,8101033680419057,10620204,34.35,2f7e642d2d8859ee9bf28830254294d0076c93f4,0
20620a835ec5402caf3464f5a9841f87548dd306,2022-02-14 11:52:28.000000 UTC,6696970523438770,10625769,84.38,20620a835ec5402caf3464f5a9841f87548dd306,0
